0,1,250.80,372.90,45.00,112.80,0.93,-1,-1,-1
0,2,325.80,400.80,47.40,67.80,0.91,-1,-1,-1
0,3,346.80,401.40,56.40,68.40,0.88,-1,-1,-1
1,1,250.44,372.64,45.20,113.32,0.93,-1,-1,-1
1,2,326.06,401.06,47.40,67.80,0.90,-1,-1,-1
1,3,346.28,401.40,56.40,68.40,0.88,-1,-1,-1
2,1,250.16,372.60,45.20,113.41,0.93,-1,-1,-1
2,2,326.34,401.10,47.40,67.80,0.91,-1,-1,-1
2,3,346.23,401.17,56.79,68.87,0.88,-1,-1,-1
3,1,249.88,372.59,45.14,113.43,0.93,-1,-1,-1
3,2,326.19,401.11,47.40,67.80,0.91,-1,-1,-1
3,3,346.00,401.32,56.89,69.01,0.88,-1,-1,-1
4,1,249.59,373.03,44.88,112.99,0.93,-1,-1,-1
4,2,325.98,400.89,47.72,68.24,0.90,-1,-1,-1
4,3,345.74,401.38,56.87,69.05,0.88,-1,-1,-1
5,1,249.24,372.96,44.88,113.26,0.93,-1,-1,-1
5,2,325.72,401.25,47.77,68.39,0.90,-1,-1,-1
5,3,345.69,401.40,56.79,69.05,0.88,-1,-1,-1
6,1,249.09,373.36,44.76,113.36,0.93,-1,-1,-1
6,2,325.44,401.58,47.74,68.44,0.90,-1,-1,-1
6,3,345.70,401.61,56.73,69.05,0.88,-1,-1,-1
7,1,248.88,373.91,44.43,112.98,0.93,-1,-1,-1
7,2,324.99,401.90,48.03,68.86,0.90,-1,-1,-1
7,3,345.72,401.90,56.67,69.04,0.88,-1,-1,-1
8,1,248.68,374.10,44.17,112.85,0.93,-1,-1,-1
8,2,324.42,402.02,48.12,69.01,0.90,-1,-1,-1
8,3,345.75,402.40,56.22,68.63,0.88,-1,-1,-1
9,1,248.49,374.37,43.93,112.80,0.93,-1,-1,-1
9,2,324.23,402.05,48.15,69.06,0.90,-1,-1,-1
9,3,345.75,402.59,56.07,68.47,0.87,-1,-1,-1
10,1,248.40,374.66,43.70,112.78,0.93,-1,-1,-1
10,2,323.82,402.06,48.44,69.47,0.90,-1,-1,-1
10,3,345.73,402.85,56.06,68.41,0.87,-1,-1,-1
11,1,248.36,374.96,43.47,112.78,0.93,-1,-1,-1
11,2,323.47,402.26,48.55,69.62,0.90,-1,-1,-1
11,3,346.10,402.94,56.12,68.39,0.85,-1,-1,-1
12,1,248.12,375.26,43.25,112.78,0.93,-1,-1,-1
12,2,322.93,402.33,48.64,69.67,0.91,-1,-1,-1
12,3,345.94,403.37,55.95,67.99,0.85,-1,-1,-1
13,1,248.10,375.57,43.04,112.78,0.93,-1,-1,-1
13,2,322.92,402.35,48.70,69.68,0.91,-1,-1,-1
13,3,345.49,403.52,56.26,68.24,0.85,-1,-1,-1
13,4,231.16,385.62,16.00,38.52,0.74,-1,-1,-1
14,1,247.85,376.07,42.87,112.78,0.93,-1,-1,-1
14,2,322.79,402.75,48.59,69.67,0.91,-1,-1,-1
14,3,344.70,403.77,56.84,68.73,0.85,-1,-1,-1
14,4,231.35,386.46,15.76,37.96,0.75,-1,-1,-1
15,1,247.70,376.45,42.74,112.78,0.93,-1,-1,-1
15,2,322.61,403.09,48.43,69.67,0.91,-1,-1,-1
15,3,344.04,403.86,57.38,69.32,0.84,-1,-1,-1
15,4,231.53,386.73,15.68,37.78,0.76,-1,-1,-1
16,1,247.43,376.58,42.76,113.18,0.93,-1,-1,-1
16,2,322.40,403.42,48.28,69.66,0.91,-1,-1,-1
16,3,342.99,403.88,58.00,69.93,0.82,-1,-1,-1
16,4,231.81,387.02,15.66,37.74,0.73,-1,-1,-1
17,1,247.26,377.02,42.71,113.34,0.93,-1,-1,-1
17,2,322.56,403.93,48.15,69.65,0.91,-1,-1,-1
17,3,342.23,404.08,58.19,70.16,0.85,-1,-1,-1
17,4,232.20,387.31,15.69,37.74,0.73,-1,-1,-1
18,1,247.22,377.37,42.66,113.39,0.93,-1,-1,-1
18,2,322.84,404.51,47.68,69.25,0.91,-1,-1,-1
18,3,342.15,404.55,57.86,69.85,0.85,-1,-1,-1
18,4,232.37,386.76,16.04,38.59,0.76,-1,-1,-1
19,1,247.23,377.89,42.61,113.41,0.93,-1,-1,-1
19,2,323.06,404.72,47.69,69.49,0.91,-1,-1,-1
19,3,342.38,404.72,58.03,70.12,0.86,-1,-1,-1
19,4,232.64,386.35,16.34,39.31,0.74,-1,-1,-1
20,1,247.36,378.27,42.56,113.42,0.93,-1,-1,-1
20,2,323.51,405.39,47.37,69.19,0.91,-1,-1,-1
20,3,342.55,405.37,57.56,69.82,0.86,-1,-1,-1
20,4,233.13,386.80,16.47,39.57,0.78,-1,-1,-1
21,1,247.22,378.60,42.53,113.42,0.93,-1,-1,-1
21,2,323.59,405.63,47.43,69.46,0.91,-1,-1,-1
21,3,343.22,406.20,56.98,69.30,0.83,-1,-1,-1
21,4,233.48,387.17,16.36,39.25,0.79,-1,-1,-1
22,1,246.97,379.11,42.54,113.42,0.93,-1,-1,-1
22,2,323.38,406.30,47.14,69.17,0.91,-1,-1,-1
22,3,343.55,406.70,56.62,69.11,0.85,-1,-1,-1
22,4,233.61,387.91,16.28,39.12,0.78,-1,-1,-1
23,1,246.77,379.68,42.57,113.41,0.93,-1,-1,-1
23,2,323.18,406.55,47.28,69.46,0.91,-1,-1,-1
23,3,343.73,407.28,56.38,69.03,0.82,-1,-1,-1
23,4,233.65,388.38,16.26,39.07,0.72,-1,-1,-1
24,1,246.70,380.09,42.58,113.41,0.93,-1,-1,-1
24,2,322.71,406.82,47.35,69.56,0.91,-1,-1,-1
24,3,343.45,407.88,56.19,69.01,0.82,-1,-1,-1
24,4,234.15,388.74,16.24,39.05,0.71,-1,-1,-1
25,1,246.57,380.62,42.61,113.41,0.93,-1,-1,-1
25,2,322.53,407.12,47.38,69.60,0.91,-1,-1,-1
25,3,343.93,408.49,56.15,69.00,0.84,-1,-1,-1
25,4,234.64,389.27,16.21,39.04,0.70,-1,-1,-1
26,1,246.42,381.00,42.63,113.41,0.93,-1,-1,-1
26,2,322.81,407.61,47.10,69.22,0.91,-1,-1,-1
26,3,343.85,408.70,56.28,69.39,0.84,-1,-1,-1
26,4,234.83,389.86,16.18,39.03,0.65,-1,-1,-1
27,1,246.43,381.73,42.53,113.01,0.93,-1,-1,-1
27,2,323.20,407.98,47.22,69.47,0.91,-1,-1,-1
27,3,344.01,408.57,56.72,69.93,0.85,-1,-1,-1
27,4,235.31,390.26,16.11,39.03,0.32,-1,-1,-1
28,1,246.30,382.38,42.36,112.46,0.93,-1,-1,-1
28,2,323.51,408.51,46.95,69.17,0.91,-1,-1,-1
28,3,343.71,409.10,56.84,70.14,0.85,-1,-1,-1
28,4,235.78,390.40,16.09,39.02,0.61,-1,-1,-1
29,1,246.15,383.21,42.32,112.26,0.93,-1,-1,-1
29,2,323.82,408.89,46.87,69.05,0.91,-1,-1,-1
29,3,343.92,409.68,56.64,69.82,0.85,-1,-1,-1
29,4,236.23,391.04,16.10,39.02,0.72,-1,-1,-1
30,1,246.08,383.90,42.35,112.19,0.93,-1,-1,-1
30,2,324.28,409.22,46.95,69.41,0.91,-1,-1,-1
30,3,344.18,410.29,56.58,69.69,0.84,-1,-1,-1
30,4,236.52,391.27,16.25,39.41,0.81,-1,-1,-1
31,1,246.13,385.53,41.82,110.57,0.93,-1,-1,-1
31,2,324.29,410.32,46.50,68.75,0.90,-1,-1,-1
31,3,345.13,411.89,55.65,68.45,0.85,-1,-1,-1
31,4,237.23,391.93,16.04,38.77,0.80,-1,-1,-1
32,1,246.03,386.72,41.66,109.97,0.93,-1,-1,-1
32,2,324.18,410.92,46.56,68.90,0.90,-1,-1,-1
32,3,345.59,413.07,55.11,67.58,0.87,-1,-1,-1
32,4,237.86,392.97,15.83,38.12,0.76,-1,-1,-1
33,1,245.93,387.94,41.55,109.36,0.93,-1,-1,-1
33,2,323.92,411.72,46.61,68.95,0.91,-1,-1,-1
33,3,345.82,413.69,54.78,67.26,0.87,-1,-1,-1
33,4,238.55,393.34,15.81,38.28,0.80,-1,-1,-1
34,1,245.80,388.57,41.70,109.54,0.93,-1,-1,-1
34,2,324.22,412.41,46.64,68.98,0.91,-1,-1,-1
34,3,346.23,414.30,54.79,67.15,0.87,-1,-1,-1
34,4,238.94,393.86,15.89,38.74,0.78,-1,-1,-1
35,1,245.86,388.97,41.75,109.62,0.93,-1,-1,-1
35,2,324.21,412.84,46.89,69.38,0.91,-1,-1,-1
35,3,346.92,415.10,54.52,66.72,0.88,-1,-1,-1
35,4,239.56,394.63,15.56,38.12,0.79,-1,-1,-1
36,1,245.89,389.69,41.75,109.66,0.93,-1,-1,-1
36,2,324.44,413.38,46.92,69.54,0.92,-1,-1,-1
36,3,347.12,415.98,54.52,66.57,0.88,-1,-1,-1
36,4,239.96,395.31,15.46,37.89,0.69,-1,-1,-1
